CIK,Name,Form,Filing date,Filing year,Filing quarter,URL of form,public float 1,public float 2,extract,point of public float,position of something...,checkbox extract,LAF,AF,NAF,SRC,LAF2,AF2,NAF2,SRC2,Filing status,FYenddate,FY year,"Filer status, alternate","Accelerated filer status, pre-2005",Filing status 2
1156337,INTERNATIONAL CARD ESTABLISHMENT INC,10-K/A,2009-05-21,2009,2,http://www.sec.gov/Archives/edgar/data/1156337/0001092306-09-000212.txt,2358051.0,2358051.0,"held by non-affiliates computed by reference to the price at which the common equity was sold, or the average bid and asked price of such common equity, as of a specified date within the past 60 days. $2,358,051 as of March 09, 2008. Indicate by check mark whether the registrant is a shell company (as defined in Rule 12b-2 of the Exchange Act). Yes [ ] No [X] 1 APPLICABLE ONLY TO CORPORATE REGISTR",3277,0,,,,,,,,,,," december 31, 2007 / / ",2007,,,,
1430744,INTERNATIONAL DEVELOPMENT & ENVIRONMENTAL HOLDINGS,10-K,2009-06-15,2009,2,http://www.sec.gov/Archives/edgar/data/1430744/0001185185-09-000569.txt,not given,blank largest val,none,-1,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"february 28, 2009",2009,,,,smaller reporting company
1081074,"INTERNATIONAL ENERGY, INC.",10-K,2009-06-23,2009,2,http://www.sec.gov/Archives/edgar/data/1081074/0001081074-09-000017.txt,15521999.0,15521999.0,"held by non-affiliates of the registrant as of the last business day of the registrants most recently completed second fiscal quarter, based upon the closing sale price of the registrants common stock on September 30, 2008 as reported on the OTC Bulletin Board was $15,521,999. As of June 12, 2009, there were 42,249,166 shares of the registrants Common Stock outstanding. D",3947,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"march 31, 2009 o ",2009,,,,smaller reporting company
1081074,"INTERNATIONAL ENERGY, INC.",10-K/A,2009-06-12,2009,2,http://www.sec.gov/Archives/edgar/data/1081074/0001081074-09-000009.txt,4678100.0,4678100.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold on June 20, 2006: $4,678,100 . Number of shares of Common Stock, $0.001 par value, outstanding as of June 20, 2006: 36,932,500 D",3987,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"march 31, 2006 o ",2006,,,,smaller reporting company
1081074,"INTERNATIONAL ENERGY, INC.",10-K/A,2009-06-12,2009,2,http://www.sec.gov/Archives/edgar/data/1081074/0001081074-09-000011.txt,9468100.0,9468100.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold on June 26, 2007: $9,468,100 Number of shares of Common Stock, $0.001 par value, outstanding as of June 26, 2007: 36,932,500 D",3991,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"march 31, 2007 o ",2007,,,,smaller reporting company
1081074,"INTERNATIONAL ENERGY, INC.",10-K/A,2009-06-12,2009,2,http://www.sec.gov/Archives/edgar/data/1081074/0001081074-09-000013.txt,38485066.0,38485066.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold on May 21, 2008: $38,485,066. Number of shares of Common Stock, $0.001 par value, outstanding as of May 22, 2008: 42,099,166. D",3987,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"march 31, 2008 o ",2008,,,,smaller reporting company
1097430,INTERNATIONAL MONETARY SYSTEMS LTD /WI/,10-K,2009-04-08,2009,2,http://www.sec.gov/Archives/edgar/data/1097430/0001097430-09-000002.txt,25630683.0,25630683.0,"held by non-affiliates on June 30, 2008 (the last business day of our most recently completed second quarter) was $25,630,683 using the ask price on June 30, 2008. 1 INTERNATIONAL MONETARY SYSTEMS, LTD. Form 10-K Annual Report TABLE OF CONTENTS PART I Page Item 1. Description of Business 3 Item 2. Description of Property 5 Item 3. Legal Proceedings 5 Item 4. Submission of Matters to a Vote of Secu",3835,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of “large accelerated filer”, “accelerated filer”, and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
822997,INTERNATIONAL PACKAGING & LOGISTICS GROUP INC.,10-K,2009-04-09,2009,2,http://www.sec.gov/Archives/edgar/data/822997/0001266068-09-000015.txt,589214.0,589214.0,"held by non-affiliates (based upon the closing price of such shares as quoted on the Electronic Bulletin Board maintained by the National Association of Securities Dealers, Inc.) was approximately $589,214. Shares of the Registrants common stock held by each executive officer and director and each by each person who owns 10 percent or more of the outstanding common stock have been excluded in that",4617,264,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
278041,INTERNATIONAL SHIPHOLDING CORP,10-K/A,2009-06-29,2009,2,http://www.sec.gov/Archives/edgar/data/278041/0000278041-09-000035.txt,135576960.0,135576960.0,"held by non-affiliates of the registrant as of June 30, 2008, based upon the closing price of the common stock as reported by the New York Stock Exchange on such date, was approximately $135,576,960 . Indicate the number of shares outstanding of each of the registrants classes of common stock, as of the latest practicable date. Class Common Stock, $1 par value, Outstanding at May 31, 2009 7,406,07",3747,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of “large accelerated filer”, “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"december 31, 2008 ",2008,,,,accelerated filer
1419482,INTERNATIONAL SILVER INC,10-K,2009-04-01,2009,2,http://www.sec.gov/Archives/edgar/data/1419482/0001144204-09-018367.txt,1501175.0,1501175.0,"held by non-affiliates of the registrant (""aggregate market value"") was approximately $1,501,175. This calculation is based on: (a) our not yet establishing an active trading market; (b) not having a bid or ask price to determine the aggregate market value. Without asserting that any director or executive officer of the registrant, or the beneficial owner of more than five percent of the registran",3832,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definitions of "" large accelerated filer"", ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
918964,INTERNATIONAL TEXTILE GROUP INC,10-K/A,2009-04-29,2009,2,http://www.sec.gov/Archives/edgar/data/918964/0001193125-09-092163.txt,920102.0,920102.0,"held by non-affiliates of the registrant (based upon the assumption, solely for purposes of this computation, that WL Ross & Co. LLC and its affiliates (the majority stockholders of the Company) and all of the officers and directors of the registrant were affiliates of the registrant) as of the last business day of the registrants most recently completed second fiscal quarter: $920,102. Indicate t",3940,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company x",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company x,¨,¨,¨,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1403720,INTERNATIONAL VINEYARD INC,10-K,2009-04-03,2009,2,http://www.sec.gov/Archives/edgar/data/1403720/0001137091-09-000156.txt,not given,71450.0,"held by non-affiliates of the registrant on June 30, 2008, based on $0.08 per share, the last price at which the common equity was sold by the registrant as of that date , was $71,450. As of March 30, 2009, there were 9,224,375 shares of the issuer's $.001 par value common stock issued and outstanding. D",3844,266,"whether the registrant is a large accelerated file, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1085621,INTERNET CAPITAL GROUP INC,10-K/A,2009-06-29,2009,2,http://www.sec.gov/Archives/edgar/data/1085621/0000950123-09-018672.txt,276400000.0,276400000.0,"held by non-affiliates of the registrant as of March 2, 2009 was $276.4 million, based upon the closing price of $7.73 on the NASDAQ Global Market on June 30, 2008. (For this computation, the registrant has excluded the market value of all shares of its Common Stock held by (a) its executive officers and (b) directors; such exclusion shall not be deemed to constitute an admission that any such per",3863,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. check one: large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"december 31, 2008",2008,,,,non-accelerated filer
1057232,INTERPLAY ENTERTAINMENT CORP,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1057232/0001170918-09-000147.txt,12000000.0,12000000.0,"held by non-affiliates was approximately $12,000,000 based upon the closing price of the Common Stock on that date. D",3673,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of ""accelerated filer and large accelerated filer"" in rule 12b-2 of the exchange act. large accelerated filer [_] accelerated filer [_] non-accelerated filer [x] smaller reporting company [_]",large accelerated filer [_] ,accelerated filer [_] ,non-accelerated filer [x] ,smaller reporting company [_],,,x,,Non-accelerated filer,"december 31, 2008",2008,,,,non-accelerated filer
1439813,INTERPRO MANAGEMENT CORP.,10-K,2009-06-30,2009,2,http://www.sec.gov/Archives/edgar/data/1439813/0001165527-09-000441.txt,114000.0,114000.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recently completed second fiscal quarter: $114,000 based on a price of $0.05 per share. APPLICABLE ONLY TO REGISTRANTS INVOLVED IN BANKRUPTCY PROCEEDINGS DURING THE PAST FIVE YEARS: Indicate",3944,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"march 31, 2009 o ",2009,,,,smaller reporting company
1120817,INTRAOP MEDICAL CORP,10-K/A,2009-06-01,2009,2,http://www.sec.gov/Archives/edgar/data/1120817/0001157523-09-004227.txt,17336890.0,17336890.0,"held by non-affiliates of the registrant, based on the closing price of our common stock on March 31, 2008 of $0.10 per share of common stock, was approximately $17,336,890. (1) As of December 1, 2008, the registrant had 392,787,597 shares of common stock outstanding. - ---------------------- (1) For purposes of this Report, shares held by non-affiliates were determined by aggregating the number o",4006,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. large accelerated filer |_| accelerated filer |_| non-accelerated filer |_| smaller reporting company |x|",large accelerated filer |_| ,accelerated filer |_| ,non-accelerated filer |_| ,smaller reporting company |x|,||,||,||,|x|,Smaller reporting company,"september 30, 2008",2008,,,,smaller reporting company
1295560,INTREorg SYSTEMS INC.,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1295560/0001072588-09-000157.txt,9770419.0,9770419.0,"held by non-affiliates of the registrant was approximately $9,770,419 as of December 31, 2008. There were 10,305,016 shares outstanding of the registrant's Common Stock as of April 14, 2009. TABLE OF CONTENTS",4357,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one). large accelerated filer [___] accelerated filer [___]------------------------------------------------------------------------------non-accelerated filer [___] smaller reporting company [ x ]------------------------------------------------------------------------------",large accelerated filer [___] ,accelerated filer [___]------------------------------------------------------------------------------,non-accelerated filer [___] ,smaller reporting company [ x ]----,,------------------------------------------------------------------------------,,x----,,"december 31, 2008",2008,,,,smaller reporting company
1145460,INVERNESS MEDICAL INNOVATIONS INC,10-K/A,2009-04-10,2009,2,http://www.sec.gov/Archives/edgar/data/1145460/0000950135-09-002770.txt,1824439990.0,1824439990.0,"held by non-affiliates of the registrant based on the closing price of the registrants stock on the American Stock Exchange on June 30, 2008 (the last business day of the registrants most recently completed second fiscal quarter) was $1,824,439,990. As of February 25, 2009, the registrant had 78,626,101 shares of common stock, par value $0.001 per share, outstanding. D",4189,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer þ accelerated filer o non-accelerated filer o smaller reporting company o",large accelerated filer þ ,accelerated filer o ,non-accelerated filer o ,smaller reporting company o,þ,o,o,o,Large accelerated filer,"december 31, 2008",2008,,,,large accelerated filer
1001871,INVESTORS CAPITAL HOLDINGS LTD,10-K,2009-06-29,2009,2,http://www.sec.gov/Archives/edgar/data/1001871/0001001871-09-000009.txt,10511946.0,10511946.0,"held by non-affiliates, computed by reference to the price at which the common equity was last sold, as of the last business day of the registrant's most recently completed second fiscal quarter, was $10,511,946. As of June 22, 2009, there were outstanding 6,565,961 shares of the $0.01 par value per share Common Stock of the registrant. www.investorscapital.com Investor Relations Contact: Robert F",4062,0,,,,,,,,,,,"march 31, 2009",2009,,,,
1172706,INVISA INC,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1172706/0001214659-09-000926.txt,not given,blank largest val,none,-1,0,,,,,,,,,,," december 31, 2008 d33191110k",2008,,,,
1417926,"INVO Bioscience, Inc.",10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1417926/0001185185-09-000334.txt,11570133.0,11570133.0,"held by non-affiliates of the registrant, computed using the closing price as reported on the Over the Counter Bulletin Board for the Registrants Common Stock as of April 9, 2009, was $11,570,133. The number of shares outstanding of the Registrants Common Stock, $.0001 par value, as of April 9, 2009 was 53,703,333. Table of Contents FORM 10-K INVO BIOSCIENCE, INC. TABLE OF CONTENTS Page Part I Ite",3756,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of “accelerated filer and large accelerated filer” in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company x",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company x,¨,¨,¨,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1295128,INverso Corp,10-K/A,2009-05-12,2009,2,http://www.sec.gov/Archives/edgar/data/1295128/0001273515-09-000085.txt,exception 2,0.0,"held by non-affiliates of the Registrant is approximately $0 on June 30, 2008. There were 13,500,000 shares of the Registrants common stock outstanding as of June 30, 2008. Applicable Only to Registrants Involved in Bankruptcy Proceedings During the Preceding Five Years: Indicate by check mark whether the registrant has filed all documents and reports required to be filed by Sections 12, 13 or 15(",4190,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer _______ accelerated filer ________ non-accelerated filer smaller reporting company x",large accelerated filer _______ ,accelerated filer ________ ,non-accelerated filer ,smaller reporting company x,,,,x,Smaller reporting company,"june 30, 2008",2008,,,,smaller reporting company
1053374,IPASS INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1053374/0001053374-09-000023.txt,50000.0,90858050.0,"held by non-affiliates of the registrant, based upon the closing price of a share of the registrants common stock on June 30, 2008 as reported by the Nasdaq Global Market on that date: $90,858,050. The determination of affiliate status for the purposes of this calculation is not necessarily a conclusive determination for other purposes. The calculation excludes approximately 18,841,756 shares held",4282,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definitions of large “accelerated filer”, large accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer £ accelerated filer r non-accelerated filer £ smaller reporting company £",large accelerated filer £ ,accelerated filer r ,non-accelerated filer £ ,smaller reporting company £,£,r,£,£,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
909815,IPC HOLDINGS LTD,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/909815/0001193125-09-094412.txt,1341061740.0,1341061740.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, as of June 30, 2008 was $1,341,061,740. The number of shares outstanding of each of the registrants classes of common stock, as of April 28, 2009 was 55,948,821. D",3845,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of accelerated filer and large accelerated filer in rule 12b-2 of the exchange act. x large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company,¨,¨,¨,,Smaller reporting company,"december 31, 2008",2008,,,,large accelerated filer
1368194,"IPKV Holdings, Inc.",10-K,2009-04-16,2009,2,http://www.sec.gov/Archives/edgar/data/1368194/0000943440-09-000298.txt,not given,none,"held by non-affiliates of the registrant. At April 15, 2009, there were 750,174 shares of Registrants common shares outstanding. -2- GENERAL INDEX Page Number PART I Item 1. Business 4 Item 1A. Risk Factors 6 Item 1B. Unresolved Staff Comments 9 Item 2. Properties 9 Item 3. Legal Proceedings 9 Item 4. Submission of Matters to a Vote of Security Holders 9 PART II Item 5. Market for Registrant's Com",3618,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer, and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ý",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ý,¨,¨,¨,ý,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
793043,IR BIOSCIENCES HOLDINGS INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/793043/0001185185-09-000379.txt,8809048.0,8809048.0,"held by non-affiliates of the Registrant as of June 30, 2008 (based on the average of the bid and asked prices as reported by the FINRA OTC Bulletin Board as of that date) was approximately $8,809,048. The registrant had 13,097,525 shares of common stock, par value $0.001 per share, outstanding as of March 24, 2009. Explanatory Note IR BioSciences Holdings, Inc. (hereinafter, ""we,"" ""us,"" ""our,"" or",4058,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definitions of “accelerated filer,” “large accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company þ",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company þ,¨,¨,¨,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1006045,IRIDEX CORP,10-K,2009-04-01,2009,2,http://www.sec.gov/Archives/edgar/data/1006045/0001193125-09-070788.txt,10343978.0,10343978.0,"held by non-affiliates of the Registrant was approximately $10,343,978, as of June 27, 2008, the last business day of the Registrants most recently completed second fiscal quarter, based on the closing price reported for such date on the NASDAQ Global Market. The registrant did not have any non-voting common equity outstanding. For purposes of this disclosure, shares of common stock held by each e",3842,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer, or a smaller reporting company. see definition of accelerated filer, large accelerated filer,, and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company þ",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company þ,¨,¨,¨,þ,Smaller reporting company,"january 3, 2009",2009,,,,smaller reporting company
1375911,"ISDERA NORTH AMERICA, INC.",10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1375911/0001193805-09-000791.txt,exception 2,0.0,"held by non-affiliates as of April 15, 2008 based upon the closing price reported for such date on the OTC Bulletin Board was US$0 . The company had a total of 4,284,400 shares outstanding as of April 15, 2009. Transitional Small Business Disclosure Format (Check One): Yes o No x TABLE OF CONTENTS PAGE",3632,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 if the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
863015,ISLE OF CAPRI CASINOS INC,10-K,2009-06-25,2009,2,http://www.sec.gov/Archives/edgar/data/863015/0001047469-09-006505.txt,57119811.0,57119811.0,"held by non-affiliates 1 of the Company is $57,119,811, based on the last reported sale price of $3.57 per share on October 24, 2008 on the NASDAQ Stock Market; multiplied by 15,999,947 shares of Common Stock outstanding and held by non-affiliates of the Company on such date. As of June 22, 2009, the Company had a total of 31,771,153 shares of Common Stock outstanding (which excludes 4,340,436 sha",4365,266,"whether the registrant is a large accelerated filer, accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer ý non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer ý ,non-accelerated filer o ,smaller reporting company o,o,ý,o,o,Accelerated filer,"april 26, 2009",2009,,,,accelerated filer
357097,ISOLAGEN INC,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/357097/0001362310-09-005330.txt,12392273.0,12392273.0,"held by non-affiliates of the issuer based upon the price at which such common stock was sold on the American Stock Exchange as of such date was $12,392,273. As of April 9, 2009, issuer had 41,887,266 shares issued and 37,887,266 shares outstanding of common stock, par value $0.001. D",4020,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
357097,ISOLAGEN INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/357097/0001362310-09-006195.txt,12392273.0,12392273.0,"held by non-affiliates of the issuer based upon the price at which such common stock was sold on the American Stock Exchange as of such date was $12,392,273. As of April 9, 2009, issuer had 41,887,266 shares issued and 37,887,266 shares outstanding of common stock, par value $0.001. D",4382,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
930553,ISTA PHARMACEUTICALS INC,10-K/A,2009-04-28,2009,2,http://www.sec.gov/Archives/edgar/data/930553/0001193125-09-090196.txt,53383000.0,53383000.0,"held by non-affiliates was approximately $53,383,000. As of January 31, 2009 there were 33,086,623 shares of common stock outstanding. D",3945,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer, and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer x non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer ¨ ,accelerated filer x ,non-accelerated filer ¨ ,smaller reporting company ¨,¨,x,¨,¨,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
350868,"ITERIS, INC.",10-K,2009-06-12,2009,2,http://www.sec.gov/Archives/edgar/data/350868/0001104659-09-037935.txt,44730000.0,44730000.0,"held by non-affiliates of the registrant was approximately $44,730,000. For the purposes of this calculation, shares owned by officers, directors and 10% stockholders known to the registrant have been deemed to be owned by affiliates. This determination of affiliate status is not necessarily a conclusive determination for other purposes. As of June 5, 2009, there were 34,212,756 shares of common s",4519,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of large accelerated filer, accelerated filer, and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"march 31, 2009",2009,,,,smaller reporting company
1357939,IVECON CORP,10-K,2009-04-09,2009,2,http://www.sec.gov/Archives/edgar/data/1357939/0001380389-09-000038.txt,exception 2,0.0,"held by non-affiliates computed by reference to the price at which the common equity was sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recently competed second fiscal quarter: $0.00 based on the average high ($0.00) and low ($0.00) price as of December 31, 2008, of $0.00 per share average. Note: If determining whether a person i",4219,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definition of accelerated filer and large accelerated filer in rule 12b-2 of the exchange act. (check one): large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"december 31, 2008 ( ) ",2008,,,,smaller reporting company
